Origin,Destination,Carrier,Notes,Source,Origin_Airport_Name,Origin_FAA_ID,Origin_ICAO,Origin_Status,Origin_Region,Origin_Owner,Origin_Lat,Origin_Lon,Destination_Airport_Name,Destination_FAA_ID,Destination_ICAO,Destination_Status,Destination_Region,Destination_Owner,Destination_Lat,Destination_Lon
ANC,Nome,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Ted Stevens Anchorage International Airport,ANC,PANC,Standard,Central,DOT&PF Controlled,61.1743611,-149.9963611,Nome Apt,OME,PAOM,Standard,Northern,DOT&PF Controlled,64.5122022,-165.4452458
ANC,St. Mary’s,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Ted Stevens Anchorage International Airport,ANC,PANC,Standard,Central,DOT&PF Controlled,61.1743611,-149.9963611,Saint Mary's Apt,KSM,PASM,Standard,Northern,DOT&PF Controlled,62.0608333,-163.3018333
Bethel,Atmauluak,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Atmautluak Apt,4A2,,SubStandard,Central,DOT&PF Controlled,60.8671389,-162.2733889
Bethel,Akiachak,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Akiachak Apt,Z13,PFZK,SubStandard,Central,DOT&PF Controlled,60.9048333,-161.4224444
Bethel,Akiak,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Akiak Apt,AKI,PFAK,Standard,Central,DOT&PF Controlled,60.9028889,-161.2305833
Bethel,Aniak,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Aniak Apt,ANI,PANI,Standard,Central,DOT&PF Controlled,61.5815969,-159.5430428
Bethel,Chefornak,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Chefornak Apt,CFK,PACK,SubStandard,Central,DOT&PF Controlled,60.13819592,-164.27929765
Bethel,Chevak,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Chevak Apt,VAK,PAVA,SubStandard,Central,DOT&PF Controlled,61.5408453,-165.6008919
Bethel,Eek,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Eek Apt,EEK,PAEE,SubStandard,Central,DOT&PF Controlled,60.2136711,-162.0438931
Bethel,Goodnews Bay,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Goodnews Apt,GNU,,SubStandard,Central,DOT&PF Controlled,59.1174167,-161.5774444
Bethel,Hooper Bay,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Hooper Bay Apt,HPB,PAHP,Standard,Central,DOT&PF Controlled,61.5238611,-166.1466389
Bethel,Kasigluk,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Kasigluk Apt,Z09,PFKA,Standard,Central,DOT&PF Controlled,60.8733333,-162.5243056
Bethel,Kipnuk,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Kipnuk Apt,IIK,PAKI,SubStandard,Central,DOT&PF Controlled,59.9329511,-164.0305131
Bethel,Kongiganak,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Kongiganak Apt,DUY,PADY,SubStandard,Central,DOT&PF Controlled,59.9608056,-162.88125
Bethel,Kwethluk,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Kwethluk Apt,KWT,PFKW,SubStandard,Central,DOT&PF Controlled,60.7903333,-161.4436944
Bethel,Kwigillingok,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Kwigillingok Apt,GGV,PAGG,SubStandard,Central,DOT&PF Controlled,59.8764694,-163.1685375
Bethel,Marshall,Lynden Air Cargo,,Flight Schedules and Routes | Lynden Air Cargo,Bethel Apt,BET,PABE,Standard,Central,DOT&PF Controlled,60.7785568,-161.8371774,Marshall Apt,MDM,PADM,Standard,Northern,DOT&PF Controlled,61.8642778,-162.0261097
